week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp,Date,Temp_C
39th week,Maharashtra,Kolhapur,Dengue,6.0,0.6,25,9,2019,16.7028412,74.2405329,0.5116805797,12.0,304.46500000000003,2019-09-25,31.315000000000055
39th week,Maharashtra,Nandurbar,Dengue,26.0,2.0,21,9,2019,21.51450155,74.54070115,0.9105038391,6.2,302.65000000000003,2019-09-21,29.500000000000057
39th week,Maharashtra,Wardha,Dengue And Chikungunya,12.0,1.0,21,9,2019,20.82562315,78.6131455,0.685034212,2.2,300.1,2019-09-21,26.950000000000045
39th week,Odisha,Bhadrak,Acute Diarrhoeal Disease,14.0,0.8,29,9,2019,21.0633288,86.5053731,1.414496344,9.6,300.62,2019-09-29,27.470000000000027
39th week,Odisha,Khordha,Acute Diarrhoeal Disease,9.0,1.0,19,9,2019,20.22564715,85.56059465,0.4374985599,16.0,301.1733334,2019-09-19,28.023333400000013
39th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129.0,1.2,28,9,2019,30.7041168,76.7176885,0.2011654714,22.0,300.184,2019-09-28,27.03400000000005
39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,48.0,0.8,26,8,2019,24.91765715,76.69627663,0.5178652166,14.0,300.3466666,2019-08-26,27.196666600000015
39th week,Tamil Nadu,Tiruvannamalai,Dengue,22.0,1.0,21,9,2019,12.22721295,79.07015555,0.4951226494,6.0,305.37,2019-09-21,32.22000000000003
39th week,Assam,Karbi-Anglong (Diphu),Acute Diarrhoeal Disease,4.0,1.0,12,9,2019,25.90810415,93.38966491,0.8584791317,36.0,299.12,2019-09-12,25.970000000000027
39th week,Jammu and Kashmir,Samba(Jammu and Kashmir),Dengue,15.0,1.2,3,9,2019,32.57591175,75.12034456,0.1989624925,23.0,303.06,2019-09-03,29.910000000000025
39th week,Maharashtra,Osmanabad,Chikungunya,46.0,0.8,10,9,2019,18.16984395,76.11796321,0.8562232641,8.0,305.0324,2019-09-10,31.88240000000002
39th week,Maharashtra,Pune,Dengue,44.0,0.8,1,9,2019,18.521428,73.8544541,0.405408928,9.0,301.895,2019-09-01,28.745000000000005
39th week,Rajasthan,Baran,Acute Diarrhoeal Disease,18.0,0.6,19,8,2019,24.91765715,76.69627663,5.235716489,11.0,303.4936000000001,2019-08-19,30.343600000000094
40th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,18.0,1.0,26,9,2019,26.1486581,85.34001282,0.8718170144,12.0,301.73,2019-09-26,28.58000000000004
40th week,Himachal Pradesh,Kullu,Acute Diarrhoeal Disease,51.0,1.0,30,9,2019,32.00186325,77.3789964,0.3177570528,5.2,286.232,2019-09-30,13.08200000000005
40th week,Jharkhand,West Singhbhum,Malaria,42.0,1.6,4,10,2019,22.7859232,86.1716093,0.6017265421,17.0,300.64,2019-10-04,27.49000000000001
40th week,Karnataka,Ballari,Acute Diarrhoeal Disease,61.0,0.2,2,10,2019,15.2485413,76.8323648,0.3169809523,11.0,305.8666666,2019-10-02,32.716666599999996
40th week,Karnataka,Tumkur,Chikungunya,31.0,6.4,30,9,2019,13.3400771,77.1006208,0.4599379718,5.8,301.8,2019-09-30,28.650000000000034
40th week,Maharashtra,Jalgaon,Dengue,42.0,1.0,27,9,2019,20.84288265,75.52612464,0.651715475,19.0,300.54,2019-09-27,27.390000000000043
40th week,Maharashtra,Nandurbar,Dengue,26.0,0.6,30,9,2019,21.51450155,74.54070115,0.8655847464,6.4,302.86,2019-09-30,29.710000000000036
40th week,Maharashtra,Pune,Acute Diarrhoeal Disease,45.0,1.4,29,9,2019,18.521428,73.8544541,1.012672241,6.0,301.04,2019-09-29,27.890000000000043
40th week,Manipur,Imphal East,Dengue,14.0,1.0,1,10,2019,24.85154025,94.00947958,0.4664728123,25.0,297.99,2019-10-01,24.840000000000032
40th week,Odisha,Kalahandi,Acute Diarrhoeal Disease,32.0,1.0,30,9,2019,19.75,83.0,0.8651910099,5.2,302.13,2019-09-30,28.980000000000018
40th week,Odisha,Ganjam,Acute Diarrhoeal Disease,113.0,1.8,28,9,2019,19.4129711,85.04710406,0.72039532552,5.0,297.14,2019-09-28,23.99000000000001
40th week,Puducherry,Pondicherry,Dengue,79.0,1.0,30,9,2019,11.9340568,79.8306447,0.4218353432,4.8,302.5466666,2019-09-30,29.396666600000003
40th week,Telangana,Sangareddy,Dengue,52.0,0.8,30,9,2019,17.86859205,77.82281995,0.4312473259,3.6,300.85,2019-09-30,27.700000000000045
40th week,Uttar Pradesh,Farrukhabad,Dengue,29.0,1.0,28,9,2019,27.43719385,79.48912947,0.3975436355,6.0,286.88,2019-09-28,13.730000000000018
40th week,Uttar Pradesh,Saharanpur,Dengue,21.0,0.8,1,10,2019,29.9880774,77.50812995,0.5449565275,19.0,300.49,2019-10-01,27.340000000000032
40th week,Chhattisgarh,Sukma,Dengue,54.0,0.2,16,9,2019,18.26654225,81.29252341,0.712956887,21.0,300.34000000000003,2019-09-16,27.190000000000055
40th week,Jharkhand,Bokaro,Dengue,8.0,1.0,4,9,2019,23.69912795,85.99106894,0.4376177307,15.0,302.97,2019-09-04,29.82000000000005
40th week,Karnataka,Bidar,Chikungunya,44.0,1.0,15,9,2019,18.083333,77.333333,0.1599483745,15.0,297.485,2019-09-15,24.335000000000036
40th week,Meghalaya,RI-Bhoi (Nongpoh),Acute Diarrhoeal Disease,17.0,2.2,17,9,2019,25.9181941,91.87606603,2.114954504,24.0,296.5866666,2019-09-17,23.436666600000024
40th week,Maharashtra,Amravati,Dengue And Chikungunya,4.0,1.8,25,9,2019,20.9521098,77.7333168,0.809709694,18.0,302.0,2019-09-25,28.850000000000023
40th week,Maharashtra,Pune,Dengue,82.0,2.6,3,8,2019,18.521428,73.8544541,2.497719256,1.0,296.836,2019-08-03,23.686000000000035
40th week,West Bengal,South 24 Parganas,Acute Diarrhoeal Disease,59.0,1.4,20,9,2019,22.5760669,88.42006758,0.2094489234,19.0,302.6666666,2019-09-20,29.516666600000008
40th week,Haryana,Ambala,Cholera,53.0,1.0,28,9,2019,30.3843674,76.770421,0.2011654714,22.0,300.184,2019-09-28,27.03400000000005
40th week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,129.0,1.0,3,10,2019,30.7041168,76.7176885,0.7506370687,16.0,299.225,2019-10-03,26.075000000000045
41st week,Andaman and Nicobar Islands,Andaman,Acute Diarrhoeal Disease,30.0,1.0,9,10,2019,13.51111965,92.91738842,0.1498575146,42.0,298.9066666,2019-10-09,25.756666600000017
41st week,Bihar,Jehanabad,Acute Diarrhoeal Disease,9.0,1.2,6,10,2019,25.15247135,85.00687849,0.3829922113,13.0,300.2,2019-10-06,27.05000000000001
41st week,Bihar,Saharsa,Acute Diarrhoeal Disease,8.0,0.8,11,10,2019,25.83264165,86.61489283,0.2782386903,23.0,299.744,2019-10-11,26.59400000000005
41st week,Jharkhand,Khunti,Dengue,7.0,1.4,12,10,2019,23.10018105,85.34545936,0.6411428953,21.0,297.925,2019-10-12,24.775000000000034
41st week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,23.0,0.6,13,10,2019,21.87705125,84.00905064,0.516072514,28.0,298.97,2019-10-13,25.82000000000005
41st week,Puducherry,Karaikal,Dengue,78.0,1.0,7,10,2019,10.91571,79.8375761,0.07364809594,14.0,304.36400000000003,2019-10-07,31.214000000000055
41st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,23.0,1.0,13,10,2019,23.2495714,87.8681751,0.7170284008,27.0,300.115,2019-10-13,26.965000000000032
41st week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,6.0,1.0,4,10,2019,26.1486581,85.34001282,3.29065111,12.0,299.68,2019-10-04,26.53000000000003
41st week,Jammu and Kashmir,Jammu and Kashmir,Dengue,435.0,2.4,2,8,2019,32.7185614,74.8580917,1.982460361,18.0,296.09000000000003,2019-08-02,22.940000000000055
41st week,Jharkhand,Giridih,Acute Diarrhoeal Disease,15.0,1.2,22,8,2019,24.1608897,86.25113503,0.8635612783,11.0,303.84613332000004,2019-08-22,30.696133320000058
41st week,Karnataka,Belagavi,Dengue,3.0,1.0,17,9,2019,15.8572666,74.5069343,0.2742639458,11.0,297.32,2019-09-17,24.170000000000016
41st week,Maharashtra,Bhandara,Acute Encephalitis Syndrome,4.0,1.0,3,7,2019,21.12304765,79.79390882,1.071367366,6.0,313.42,2019-07-03,40.27000000000004
41st week,Maharashtra,Pune,Dengue,2.0,0.2,8,8,2019,18.521428,73.8544541,4.012694379,5.0,308.79833332000004,2019-08-08,35.64833332000006
41st week,Maharashtra,Sangli,Dengue,33.0,2.0,13,9,2019,17.1726928,74.58676543,0.3889180934,7.2,300.15000000000003,2019-09-13,27.000000000000057
42nd week,Bihar,Bhagalpur,Acute Diarrhoeal Disease,13.0,3.0,13,10,2019,25.2871758,87.13033088,0.40245357,20.0,301.25333340000003,2019-10-13,28.103333400000054
42nd week,Bihar,Jehanabad,Dengue,5.0,1.4,10,10,2019,25.15247135,85.00687849,0.3217408158,17.0,300.17,2019-10-10,27.02000000000004
42nd week,Chhattisgarh,Balrampur,Acute Diarrhoeal Disease,3.0,1.0,11,10,2019,23.6263016,83.48245092,0.1906232152,29.0,299.85,2019-10-11,26.700000000000045
42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,13.0,0.6,10,10,2019,22.5,83.5,0.4807606705,25.0,298.735,2019-10-10,25.585000000000036
42nd week,Gujarat,Mahesana,Acute Diarrhoeal Disease,250.0,0.2,15,10,2019,23.6015557,72.3867981,0.01058782493,10.2,307.8266666,2019-10-15,34.67666660000003
42nd week,Gujarat,Surat,Acute Diarrhoeal Disease,88.0,0.4,17,10,2019,21.19177615,72.95441578,0.01329498765,13.0,305.7266666,2019-10-17,32.57666660000001
42nd week,Haryana,Ambala,Dengue,60.0,2.0,18,10,2019,30.3843674,76.770421,0.00961377013,12.0,301.8533334,2019-10-18,28.70333340000002
42nd week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,35.0,0.8,18,10,2019,22.7464225,85.91689291,0.08149621154,22.0,301.2066666,2019-10-18,28.056666600000028
42nd week,Kerala,Ernakulam,Dengue,18.0,1.4,14,10,2019,9.98408,76.2741457,0.6994130118,31.0,302.855,2019-10-14,29.70500000000004
42nd week,Kerala,Ernakulam,Dengue,18.0,1.4,14,10,2019,9.98408,76.2741457,0.6994130118,31.0,302.855,2019-10-14,29.70500000000004
42nd week,Karnataka,Chikkaballapur,Chikungunya,11.0,1.6,12,10,2019,13.6102243,77.5127721,0.6473324486,15.0,301.07,2019-10-12,27.920000000000016
42nd week,Karnataka,Kalaburagi,Chikungunya,60.0,1.2,16,10,2019,17.166667,77.083333,0.3452807156,5.8,303.69,2019-10-16,30.54000000000002
42nd week,Karnataka,Yadgiri,Chikungunya,48.0,1.0,16,10,2019,16.7469536,77.1327594,0.3777391155,7.0,302.385,2019-10-16,29.235000000000014
42nd week,Maharashtra,Ahmednagar,Dengue,27.0,1.0,12,10,2019,19.1627725,74.8580243,0.5139457242,16.0,304.1533334,2019-10-12,31.00333340000003
42nd week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,22.0,1.2,18,10,2019,24.6185442,77.8788306,0.0001052404516,9.0,305.8233334,2019-10-18,32.67333340000005
42nd week,Madhya Pradesh,Morena,Acute Diarrhoeal Disease,12.0,2.0,11,10,2019,26.166667,77.5,0.0106106076,14.0,303.7,2019-10-11,30.55000000000001
42nd week,Punjab,S.A.S Nagar,Acute Diarrhoeal Disease,14.0,0.4,14,10,2019,30.7041168,76.7176885,0.01480053379,16.0,302.2333334,2019-10-14,29.083333400000015
42nd week,Tamil Nadu,Perambalur,Dengue,22.0,1.0,16,10,2019,11.2287716,78.81825555,0.1930179447,4.2,307.28000000000003,2019-10-16,34.13000000000005
42nd week,Tamil Nadu,Madurai,Chikungunya,80.0,1.4,17,10,2019,9.9261153,78.1140983,0.3511513506,5.0,300.66,2019-10-17,27.510000000000048
42nd week,Uttar Pradesh,Lalitpur,Acute Diarrhoeal Disease,26.0,0.8,13,10,2019,24.70038485,78.51866759,0.0199100931,14.0,303.3,2019-10-13,30.150000000000034
42nd week,West Bengal,Purulia,Acute Diarrhoeal Disease,30.0,1.0,14,10,2019,23.3291882,86.3672378,0.4544244418,20.0,301.0,2019-10-14,27.850000000000023
42nd week,Bihar,Araria,Acute Diarrhoeal Disease,36.0,3.0,5,10,2019,26.26498795,87.37162648,2.071982844,18.0,298.65000000000003,2019-10-05,25.500000000000057
42nd week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,10.0,1.0,9,10,2019,26.1486581,85.34001282,0.3012631243,17.0,298.35,2019-10-09,25.200000000000045
42nd week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,50.0,1.4,3,10,2019,22.5,83.5,1.919368747,20.0,298.56,2019-10-03,25.410000000000025
42nd week,Gujarat,Panchmahal,Cholera,1.0,1.0,9,10,2019,22.7748893,73.620404,0.06211634838,22.0,302.564,2019-10-09,29.414000000000044
42nd week,Karnataka,Chikkaballapur,Chikungunya,19.0,1.2,8,10,2019,13.6102243,77.5127721,0.8527921506,6.4,301.60400000000004,2019-10-08,28.454000000000065
42nd week,Karnataka,Chikkaballapur,Chikungunya,26.0,1.2,8,10,2019,13.6102243,77.5127721,0.8527921506,6.4,301.60400000000004,2019-10-08,28.454000000000065
42nd week,Karnataka,Chikkaballapur,Dengue,24.0,1.2,9,10,2019,13.6102243,77.5127721,0.8727942489,15.0,301.704,2019-10-09,28.55400000000003
42nd week,Karnataka,Tumkur,Chikungunya,22.0,2.0,26,9,2019,13.3400771,77.1006208,0.5626303661,13.0,300.0666666,2019-09-26,26.916666600000042
42nd week,Karnataka,Tumkur,Chikungunya,20.0,1.4,9,10,2019,13.3400771,77.1006208,0.9561099346,13.0,301.572,2019-10-09,28.422000000000025
42nd week,Maharashtra,Latur,Dengue,28.0,0.6,15,7,2019,18.35159075,76.75542361,0.5098842908,4.0,309.40000000000003,2019-07-15,36.25000000000006
42nd week,Maharashtra,Latur,Dengue,9.0,2.0,3,9,2019,18.35159075,76.75542361,0.6187087164,9.0,303.2466666,2019-09-03,30.09666660000005
42nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,32.0,1.4,23,9,2019,18.4928092,73.13807095,1.857138872,19.0,298.57,2019-09-23,25.420000000000016
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,13.0,1.0,16,9,2019,25.1265777,83.24965577,0.6758757252,20.0,301.38,2019-09-16,28.230000000000018
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,15.0,0.8,30,8,2019,25.1265777,83.24965577,0.5402177525,16.0,300.524,2019-08-30,27.374000000000024
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,27.0,0.4,14,9,2019,25.1265777,83.24965577,0.8802929142,5.4,300.44,2019-09-14,27.29000000000002
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,5.0,1.0,29,8,2019,25.1265777,83.24965577,0.6254712125,3.4,300.06,2019-08-29,26.910000000000025
42nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,36.0,1.0,19,9,2019,25.1265777,83.24965577,0.5653463199,20.0,301.51,2019-09-19,28.360000000000014
42nd week,Uttar Pradesh,Muzaffarnagar,Dengue,8.0,0.8,23,9,2019,29.44800635,77.74068503,0.5270895123,20.0,301.356,2019-09-23,28.206000000000017
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,26.0,0.6,30,9,2019,15.8309251,78.0425373,0.2637816643,6.4,301.37333340000004,2019-09-30,28.223333400000058
43rd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,19.0,2.0,20,10,2019,21.6542,82.1739,0.2915577522,20.0,301.24,2019-10-20,28.090000000000032
43rd week,Jharkhand,Godda,Dengue,25.0,1.2,19,10,2019,24.74334305,87.29285062,0.01703408874,14.0,303.48,2019-10-19,30.33000000000004
43rd week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,22.0,0.8,24,10,2019,22.7859232,86.1716093,0.4944598451,6.0,301.86,2019-10-24,28.710000000000036
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,29.0,1.0,1,9,2019,34.6110236,74.23847867,0.3271626639,12.0,288.95,2019-09-01,15.800000000000011
43rd week,Karnataka,Dharwad,Chikungunya,7.0,0.8,19,10,2019,15.4540505,75.0066516,0.520312312,5.0,300.94,2019-10-19,27.79000000000002
43rd week,Karnataka,Kalaburagi,Chikungunya,27.0,6.4,24,10,2019,17.166667,77.083333,0.4642879491,6.2,301.42,2019-10-24,28.27000000000004
43rd week,Maharashtra,Sangli,Cholera,111.0,3.0,22,10,2019,17.1726928,74.58676543,0.8056338426,8.0,301.06,2019-10-22,27.910000000000025
43rd week,Punjab,Gurdaspur,Acute Diarrhoeal Disease,10.0,0.6,24,10,2019,32.166667,75.316667,0.01981044532,15.4,300.488,2019-10-24,27.338000000000022
43rd week,Rajasthan,Alwar,Dengue,37.0,1.0,25,10,2019,27.5,76.5,0.01078684374,8.0,304.704,2019-10-25,31.55400000000003
43rd week,Tamil Nadu,Cuddalore,Acute Diarrhoeal Disease,49.0,2.4,22,10,2019,11.7564329,79.7634644,0.9259456486,8.0,303.35673332,2019-10-22,30.206733320000012
43rd week,Uttar Pradesh,Deoria,Acute Diarrhoeal Disease,14.0,1.0,23,10,2019,26.42384715,83.76273169,0.03316729229,14.6,301.6666666,2019-10-23,28.516666600000008
43rd week,Uttarakhand,Pauri Garhwal,Dengue,8.0,2.2,20,10,2019,29.84591115,78.70766746,0.1611135297,34.0,295.2,2019-10-20,22.05000000000001
43rd week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,65.0,0.8,3,10,2019,15.8309251,78.0425373,0.1314620815,16.0,302.46,2019-10-03,29.310000000000002
43rd week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,75.0,1.0,13,10,2019,19.11912825,81.82918649,1.228526767,25.0,299.648,2019-10-13,26.498000000000047
43rd week,Jammu and Kashmir,Kupwara,Cholera,246.0,4.0,26,8,2019,34.6110236,74.23847867,0.1586836761,17.0,291.7066666,2019-08-26,18.556666600000028
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,32.0,0.8,28,8,2019,34.6110236,74.23847867,0.09758853629,6.4,290.844,2019-08-28,17.694000000000017
43rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,30.0,1.0,29,8,2019,34.6110236,74.23847867,0.1173989498,7.8,290.052,2019-08-29,16.902000000000044
43rd week,Karnataka,Chikkaballapur,Chikungunya,15.0,0.4,16,10,2019,13.6102243,77.5127721,0.3899630417,9.6,300.996,2019-10-16,27.846000000000004
43rd week,Maharashtra,Jalgaon,Dengue,26.0,1.0,14,10,2019,20.84288265,75.52612464,0.03167748011,22.0,304.0966666,2019-10-14,30.946666600000015
43rd week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,15.0,0.8,8,8,2019,21.1498134,79.0820556,1.141478572,10.0,300.96253332000003,2019-08-08,27.812533320000057
43rd week,Maharashtra,Nashik,Cholera,289.0,1.0,17,10,2019,20.0112475,73.7902364,0.1675463261,15.0,303.756,2019-10-17,30.605999999999995
43rd week,Maharashtra,Sholapur,Dengue,10.0,0.8,14,10,2019,17.6912883,75.8841635,0.5346480045,12.0,306.625,2019-10-14,33.47500000000002
43rd week,Nagaland,Kohima,Dengue,2.0,1.2,23,8,2019,25.75,94.166667,0.2519968305,51.0,297.90500000000003,2019-08-23,24.755000000000052
43rd week,Uttar Pradesh,Fatehpur,Dengue,6.0,0.8,30,9,2019,25.8435395,80.91800397,0.9107555011,5.4,295.27,2019-09-30,22.120000000000005
44th week,Bihar,Bhabua,Dengue,3.0,1.0,27,10,2019,25.07634815,83.63359776,0.03083031893,16.0,300.52,2019-10-27,27.370000000000005
44th week,Maharashtra,Buldhana,Dengue,98.0,2.4,24,10,2019,20.562845,76.40869861,0.831913295,10.2,301.62,2019-10-24,28.470000000000027
44th week,Mizoram,Aizawl East,Dengue,53.0,1.0,30,10,2019,23.7435236,92.7382905,0.367086469,56.0,297.065,2019-10-30,23.91500000000002
44th week,Odisha,Ganjam,Acute Diarrhoeal Disease,30.0,2.2,29,10,2019,19.4129711,85.04710406,0.69821079114,10.0,296.34000000000003,2019-10-29,23.190000000000055
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,25.0,0.8,31,10,2019,21.87705125,84.00905064,0.1076206907,8.4,299.296,2019-10-31,26.146000000000015
44th week,Odisha,Jharsuguda,Acute Diarrhoeal Disease,16.0,1.0,28,10,2019,21.87705125,84.00905064,0.7883384211,19.0,300.0133334,2019-10-28,26.863333400000045
44th week,Telangana,Sangareddy,Dengue And Chikungunya,34.0,0.6,29,10,2019,17.86859205,77.82281995,0.3207304375,16.0,298.86400000000003,2019-10-29,25.714000000000055
44th week,Tamil Nadu,Madurai,Chikungunya,49.0,1.0,1,11,2019,9.9261153,78.1140983,0.6686315613,5.6,297.16,2019-11-01,24.010000000000048
44th week,Uttar Pradesh,Auraiya,Dengue,209.0,0.6,29,10,2019,26.65573395,79.51504701,1.52e-05,8.0,303.85,2019-10-29,30.700000000000045
44th week,Bihar,Arwal,Dengue,5.0,0.6,15,10,2019,25.18077715,84.65920203,0.03988869053,16.8,302.568,2019-10-15,29.418000000000006
44th week,Bihar,Muzaffarpur,Dengue,67.0,1.0,27,6,2019,26.1486581,85.34001282,0.3267005442,7.0,303.40000000000003,2019-06-27,30.250000000000057
44th week,Maharashtra,Thane,Dengue,25.0,1.4,10,9,2019,19.1943294,72.9701779,2.791678443,2.0,295.90573332,2019-09-10,22.755733320000047
45th week,Assam,Chirang,Malaria,38.0,1.0,8,11,2019,26.6464231,90.62415699,0.009075326833,14.0,297.5566666,2019-11-08,24.40666660000005
45th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,30.0,1.0,2,11,2019,20.73218365,81.14335738,0.3509587684,18.0,299.36,2019-11-02,26.210000000000036
45th week,Jharkhand,Saraikela Kharsawan,Acute Diarrhoeal Disease,12.0,0.6,8,11,2019,22.7464225,85.91689291,0.01129754096,14.0,299.768,2019-11-08,26.617999999999995
45th week,Karnataka,Raichur,Acute Diarrhoeal Disease,15.0,1.0,9,11,2019,16.083333,77.166667,0.1166670188,12.0,305.168,2019-11-09,32.01800000000003
45th week,Karnataka,Uttara Kannada,Cholera,20.0,1.4,5,11,2019,14.72447415,74.64223734,0.2178832856,42.0,300.75,2019-11-05,27.600000000000023
45th week,Odisha,Angul,Acute Diarrhoeal Disease,32.0,0.4,4,11,2019,20.8382426,85.0973949,0.03743439854,23.0,300.768,2019-11-04,27.617999999999995
45th week,Uttar Pradesh,Farrukhabad,Dengue,12.0,0.6,2,11,2019,27.43719385,79.48912947,7.3e-05,5.0,304.156,2019-11-02,31.00600000000003
45th week,Assam,Cachar,Malaria,6.0,1.0,22,10,2019,24.75863995,92.88166476,0.13656439,34.0,301.7166666,2019-10-22,28.56666660000002
45th week,Bihar,Munger,Dengue,7.0,0.6,13,9,2019,25.22081165,86.51720367,0.8664437514,6.4,299.96,2019-09-13,26.810000000000002
45th week,Jharkhand,Ranchi,Dengue And Chikungunya,16.0,0.8,31,10,2019,23.3700501,85.3250387,0.5888525573,5.6,299.335,2019-10-31,26.185000000000002
45th week,Jharkhand,Saraikela Kharsawan,Dengue,7.0,0.8,22,10,2019,22.7464225,85.91689291,0.3197377573,22.0,301.095,2019-10-22,27.94500000000005
45th week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,43.0,1.0,27,9,2019,33.718807,74.8333311,0.2483930092,11.0,295.48,2019-09-27,22.33000000000004
45th week,Karnataka,Tumkur,Dengue And Chikungunya,33.0,0.6,22,10,2019,13.3400771,77.1006208,0.7204339127,9.0,300.42,2019-10-22,27.27000000000004
45th week,Meghalaya,West Khasi Hills,Acute Diarrhoeal Disease,7.0,2.4,30,10,2019,25.58173695,91.28910306,2.507953033,39.0,296.1266666,2019-10-30,22.976666600000044
45th week,Maharashtra,Pune,Dengue And Chikungunya,4.0,1.8,25,10,2019,18.521428,73.8544541,1.0779653,11.0,294.56,2019-10-25,21.410000000000025
45th week,Maharashtra,Sangli,Cholera,112.0,1.6,1,11,2019,17.1726928,74.58676543,0.2879052222,6.2,300.62,2019-11-01,27.470000000000027
45th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,67.0,0.8,31,10,2019,17.1726928,74.58676543,0.5456271629,7.6,300.62,2019-10-31,27.470000000000027
45th week,Maharashtra,Sholapur,Dengue,11.0,1.0,20,9,2019,17.6912883,75.8841635,0.7313565149,6.0,310.28000000000003,2019-09-20,37.13000000000005
45th week,Rajasthan,Alwar,Dengue,60.0,0.6,1,11,2019,27.5,76.5,3e-05,18.4,305.435,2019-11-01,32.285000000000025
45th week,Telangana,Sangareddy,Dengue,34.0,0.6,29,10,2019,17.86859205,77.82281995,0.3207304375,16.0,298.86400000000003,2019-10-29,25.714000000000055
45th week,Uttar Pradesh,Fatehpur,Dengue,6.0,0.8,14,10,2019,25.8435395,80.91800397,0.007440193699,15.0,303.6166666,2019-10-14,30.466666599999996
45th week,Uttar Pradesh,Shamli,Dengue,5.0,0.6,30,10,2019,29.5008816,77.34838259,0.002175384014,14.0,298.23,2019-10-30,25.08000000000004
